Time, 1 (House 1), House 1 Magnitude, House 1 Phase, 10 (House 2), House 2 Magnitude, House 2 Phase, 11 (House 3), House 3 Magnitude, House 3 Phase, 12 (House 4), House 4 Magnitude, House 4 Phase, 13 (House 5), House 5 Magnitude, House 5 Phase, 14 (House 6), House 6 Magnitude, House 6 Phase, 15 (House 7), House 7 Magnitude, House 7 Phase, 16 (House 8), House 8 Magnitude, House 8 Phase, 17 (House 9), House 9 Magnitude, House 9 Phase, 18 (House 10), House 10 Magnitude, House 10 Phase, 19 (House 11), House 11 Magnitude, House 11 Phase, 2 (House 12), House 12 Magnitude, House 12 Phase, 20 (House 13), House 13 Magnitude, House 13 Phase, 21 (House 14), House 14 Magnitude, House 14 Phase, 22 (House 15), House 15 Magnitude, House 15 Phase, 23 (House 16), House 16 Magnitude, House 16 Phase, 24 (House 17), House 17 Magnitude, House 17 Phase, 25 (House 18), House 18 Magnitude, House 18 Phase, 26 (House 19), House 19 Magnitude, House 19 Phase, 27 (House 20), House 20 Magnitude, House 20 Phase, 28 (House 21), House 21 Magnitude, House 21 Phase, 29 (House 22), House 22 Magnitude, House 22 Phase, 3 (House 23), House 23 Magnitude, House 23 Phase, 30 (House 24), House 24 Magnitude, House 24 Phase, 31 (House 25), House 25 Magnitude, House 25 Phase, 32 (House 26), House 26 Magnitude, House 26 Phase, 33 (House 27), House 27 Magnitude, House 27 Phase, 34 (House 28), House 28 Magnitude, House 28 Phase, 35 (House 29), House 29 Magnitude, House 29 Phase, 36 (House 30), House 30 Magnitude, House 30 Phase, 37 (House 31), House 31 Magnitude, House 31 Phase, 38 (House 32), House 32 Magnitude, House 32 Phase, 39 (House 33), House 33 Magnitude, House 33 Phase, 4 (House 34), House 34 Magnitude, House 34 Phase, 40 (House 35), House 35 Magnitude, House 35 Phase, 41 (House 36), House 36 Magnitude, House 36 Phase, 42 (House 37), House 37 Magnitude, House 37 Phase, 43 (House 38), House 38 Magnitude, House 38 Phase, 44 (House 39), House 39 Magnitude, House 39 Phase, 45 (House 40), House 40 Magnitude, House 40 Phase, 46 (House 41), House 41 Magnitude, House 41 Phase, 47 (House 42), House 42 Magnitude, House 42 Phase, 48 (House 43), House 43 Magnitude, House 43 Phase, 49 (House 44), House 44 Magnitude, House 44 Phase, 5 (House 45), House 45 Magnitude, House 45 Phase, 50 (House 46), House 46 Magnitude, House 46 Phase, 51 (House 47), House 47 Magnitude, House 47 Phase, 52 (House 48), House 48 Magnitude, House 48 Phase, 53 (House 49), House 49 Magnitude, House 49 Phase, 54 (House 50), House 50 Magnitude, House 50 Phase, 55 (House 51), House 51 Magnitude, House 51 Phase, 56 (House 52), House 52 Magnitude, House 52 Phase, 57 (House 53), House 53 Magnitude, House 53 Phase, 58 (House 54), House 54 Magnitude, House 54 Phase, 59 (House 55), House 55 Magnitude, House 55 Phase, 6 (House 56), House 56 Magnitude, House 56 Phase, 60 (House 57), House 57 Magnitude, House 57 Phase, 61 (House 58), House 58 Magnitude, House 58 Phase, 62 (House 59), House 59 Magnitude, House 59 Phase, 63 (House 60), House 60 Magnitude, House 60 Phase, 64 (House 61), House 61 Magnitude, House 61 Phase, 65 (House 62), House 62 Magnitude, House 62 Phase, 66 (House 63), House 63 Magnitude, House 63 Phase, 7 (House 64), House 64 Magnitude, House 64 Phase, 8 (House 65), House 65 Magnitude, House 65 Phase, 9 (House 66), House 66 Magnitude, House 66 Phase, 
2019 Aug 19 (Mon) 0:00, 227.873, 322.261, -3.4276, 227.872, 322.259, -123.428, 227.873, 322.262, -123.428, 227.873, 322.261, 116.572, 227.873, 322.261, -3.4276, 227.873, 322.262, -123.428, 227.873, 322.261, 116.572, 227.406, 321.601, 116.545, 227.406, 321.601, -3.45468, 227.406, 321.601, -123.455, 227.406, 321.601, 116.545, 227.406, 321.601, -3.45468, 227.056, 321.106, 116.525, 227.056, 321.106, -3.47505, 227.056, 321.106, -123.475, 228.106, 322.591, -123.414, 228.106, 322.59, 116.586, 228.106, 322.59, -3.41421, 228.106, 322.591, -123.414, 228.106, 322.59, 116.586, 227.871, 322.259, 116.572, 227.872, 322.259, -3.42781, 227.406, 321.601, -123.455, 227.872, 322.259, -123.428, 227.871, 322.259, 116.572, 227.755, 322.094, -123.435, 227.754, 322.093, 116.565, 227.754, 322.093, -3.43461, 227.755, 322.094, -123.435, 227.754, 322.093, 116.565, 226.823, 320.776, 116.511, 226.823, 320.776, -3.48864, 226.823, 320.776, -123.489, 228.106, 322.59, -3.41421, 226.823, 320.776, 116.511, 226.823, 320.776, -3.48864, 226.823, 320.776, -123.489, 226.706, 320.611, 116.504, 226.706, 320.611, -3.49545, 226.707, 320.612, -123.496, 226.706, 320.611, 116.504, 226.706, 320.611, -3.49545, 226.707, 320.612, -123.496, 228.457, 323.088, 116.606, 227.872, 322.259, -3.42781, 228.458, 323.088, -3.39385, 228.458, 323.088, -123.394, 228.457, 323.088, 116.606, 228.458, 323.088, -3.39385, 228.458, 323.088, -123.394, 228.223, 322.756, 116.593, 228.223, 322.756, -3.40745, 228.223, 322.756, -123.407, 228.223, 322.756, 116.593, 228.223, 322.756, -3.40745, 227.754, 322.093, -3.43461, 228.223, 322.756, -123.407, 228.105, 322.59, 116.586, 228.106, 322.59, -3.41425, 228.106, 322.59, -123.414, 228.105, 322.59, 116.586, 228.106, 322.59, -3.41425, 228.106, 322.59, -123.414, 227.056, 321.106, 116.525, 227.056, 321.106, -3.47505, 227.056, 321.106, -123.475, 
2019 Aug 19 (Mon) 0:30, 227.898, 322.296, -3.10683, 227.897, 322.294, -123.107, 227.898, 322.297, -123.107, 227.898, 322.296, 116.893, 227.898, 322.296, -3.10683, 227.898, 322.297, -123.107, 227.898, 322.296, 116.893, 227.452, 321.665, 116.873, 227.452, 321.666, -3.12681, 227.452, 321.666, -123.127, 227.452, 321.665, 116.873, 227.452, 321.666, -3.12681, 227.117, 321.192, 116.858, 227.118, 321.193, -3.14183, 227.118, 321.193, -123.142, 228.12, 322.611, -123.097, 228.12, 322.611, 116.903, 228.12, 322.611, -3.09695, 228.12, 322.611, -123.097, 228.12, 322.611, 116.903, 227.896, 322.294, 116.893, 227.896, 322.294, -3.10698, 227.452, 321.666, -123.127, 227.897, 322.294, -123.107, 227.896, 322.294, 116.893, 227.785, 322.136, -123.112, 227.784, 322.136, 116.888, 227.785, 322.136, -3.112, 227.785, 322.136, -123.112, 227.784, 322.136, 116.888, 226.894, 320.877, 116.848, 226.895, 320.878, -3.15186, 226.895, 320.878, -123.152, 228.12, 322.611, -3.09695, 226.894, 320.877, 116.848, 226.895, 320.878, -3.15186, 226.895, 320.878, -123.152, 226.783, 320.72, 116.843, 226.783, 320.72, -3.15688, 226.784, 320.72, -123.157, 226.783, 320.72, 116.843, 226.783, 320.72, -3.15688, 226.784, 320.72, -123.157, 228.456, 323.085, 116.918, 227.896, 322.294, -3.10698, 228.456, 323.086, -3.08193, 228.456, 323.086, -123.082, 228.456, 323.085, 116.918, 228.456, 323.086, -3.08193, 228.456, 323.086, -123.082, 228.232, 322.769, 116.908, 228.232, 322.769, -3.09196, 228.232, 322.769, -123.092, 228.232, 322.769, 116.908, 228.232, 322.769, -3.09196, 227.785, 322.136, -3.112, 228.232, 322.769, -123.092, 228.12, 322.61, 116.903, 228.12, 322.61, -3.09698, 228.12, 322.61, -123.097, 228.12, 322.61, 116.903, 228.12, 322.61, -3.09698, 228.12, 322.61, -123.097, 227.117, 321.192, 116.858, 227.118, 321.193, -3.14183, 227.118, 321.193, -123.142, 
2019 Aug 19 (Mon) 1:00, 231.371, 327.208, -2.96343, 231.37, 327.207, -122.964, 231.371, 327.208, -122.963, 231.371, 327.208, 117.037, 231.371, 327.208, -2.96343, 231.371, 327.208, -122.963, 231.371, 327.208, 117.037, 231.005, 326.69, 117.006, 231.005, 326.69, -2.99409, 231.005, 326.69, -122.994, 231.005, 326.69, 117.006, 231.005, 326.69, -2.99409, 230.731, 326.302, 116.983, 230.731, 326.302, -3.01713, 230.731, 326.303, -123.017, 231.554, 327.466, -122.948, 231.553, 327.466, 117.052, 231.553, 327.466, -2.94824, 231.554, 327.466, -122.948, 231.553, 327.466, 117.052, 231.37, 327.206, 117.036, 231.37, 327.207, -2.96361, 231.005, 326.69, -122.994, 231.37, 327.207, -122.964, 231.37, 327.206, 117.036, 231.278, 327.077, -122.971, 231.278, 327.077, 117.029, 231.278, 327.077, -2.97131, 231.278, 327.077, -122.971, 231.278, 327.077, 117.029, 230.548, 326.044, 116.967, 230.548, 326.044, -3.03251, 230.548, 326.044, -123.033, 231.553, 327.466, -2.94824, 230.548, 326.044, 116.967, 230.548, 326.044, -3.03251, 230.548, 326.044, -123.033, 230.456, 325.914, 116.96, 230.456, 325.915, -3.0402, 230.457, 325.915, -123.04, 230.456, 325.914, 116.96, 230.456, 325.915, -3.0402, 230.457, 325.915, -123.04, 231.829, 327.855, 117.075, 231.37, 327.207, -2.96361, 231.829, 327.855, -2.9252, 231.829, 327.856, -122.925, 231.829, 327.855, 117.075, 231.829, 327.855, -2.9252, 231.829, 327.856, -122.925, 231.645, 327.596, 117.059, 231.645, 327.596, -2.94058, 231.645, 327.596, -122.941, 231.645, 327.596, 117.059, 231.645, 327.596, -2.94058, 231.278, 327.077, -2.97131, 231.645, 327.596, -122.941, 231.553, 327.466, 117.052, 231.553, 327.466, -2.94827, 231.553, 327.466, -122.948, 231.553, 327.466, 117.052, 231.553, 327.466, -2.94827, 231.553, 327.466, -122.948, 230.731, 326.302, 116.983, 230.731, 326.302, -3.01713, 230.731, 326.303, -123.017, 
2019 Aug 19 (Mon) 1:30, 231.723, 327.706, -2.73133, 231.723, 327.705, -122.732, 231.724, 327.707, -122.731, 231.723, 327.706, 117.269, 231.723, 327.706, -2.73133, 231.724, 327.707, -122.731, 231.723, 327.706, 117.269, 231.38, 327.22, 117.242, 231.38, 327.22, -2.75827, 231.38, 327.22, -122.758, 231.38, 327.22, 117.242, 231.38, 327.22, -2.75827, 231.122, 326.856, 117.221, 231.122, 326.856, -2.77851, 231.122, 326.856, -122.779, 231.895, 327.949, -122.718, 231.895, 327.949, 117.282, 231.895, 327.949, -2.71796, 231.895, 327.949, -122.718, 231.895, 327.949, 117.282, 231.723, 327.705, 117.268, 231.723, 327.705, -2.73148, 231.38, 327.22, -122.758, 231.723, 327.705, -122.732, 231.723, 327.705, 117.268, 231.637, 327.584, -122.738, 231.636, 327.583, 117.262, 231.636, 327.583, -2.73824, 231.637, 327.584, -122.738, 231.636, 327.583, 117.262, 230.95, 326.613, 117.208, 230.95, 326.613, -2.79203, 230.95, 326.613, -122.792, 231.895, 327.949, -2.71796, 230.95, 326.613, 117.208, 230.95, 326.613, -2.79203, 230.95, 326.613, -122.792, 230.864, 326.491, 117.201, 230.864, 326.491, -2.79879, 230.864, 326.492, -122.799, 230.864, 326.491, 117.201, 230.864, 326.491, -2.79879, 230.864, 326.492, -122.799, 232.153, 328.315, 117.302, 231.723, 327.705, -2.73148, 232.154, 328.315, -2.69772, 232.154, 328.315, -122.698, 232.153, 328.315, 117.302, 232.154, 328.315, -2.69772, 232.154, 328.315, -122.698, 231.981, 328.071, 117.289, 231.981, 328.071, -2.71123, 231.981, 328.071, -122.711, 231.981, 328.071, 117.289, 231.981, 328.071, -2.71123, 231.636, 327.583, -2.73824, 231.981, 328.071, -122.711, 231.895, 327.949, 117.282, 231.895, 327.949, -2.71799, 231.895, 327.949, -122.718, 231.895, 327.949, 117.282, 231.895, 327.949, -2.71799, 231.895, 327.949, -122.718, 231.122, 326.856, 117.221, 231.122, 326.856, -2.77851, 231.122, 326.856, -122.779, 
2019 Aug 19 (Mon) 2:00, 229.438, 324.475, -2.56791, 229.437, 324.473, -122.568, 229.438, 324.475, -122.568, 229.438, 324.474, 117.432, 229.438, 324.475, -2.56791, 229.438, 324.475, -122.568, 229.438, 324.474, 117.432, 229.058, 323.937, 117.418, 229.058, 323.937, -2.58211, 229.058, 323.938, -122.582, 229.058, 323.937, 117.418, 229.058, 323.937, -2.58211, 228.773, 323.534, 117.407, 228.773, 323.534, -2.59278, 228.774, 323.535, -122.593, 229.628, 324.743, -122.561, 229.628, 324.742, 117.439, 229.628, 324.743, -2.56088, 229.628, 324.743, -122.561, 229.628, 324.742, 117.439, 229.437, 324.473, 117.432, 229.437, 324.473, -2.568, 229.058, 323.938, -122.582, 229.437, 324.473, -122.568, 229.437, 324.473, 117.432, 229.342, 324.339, -122.572, 229.342, 324.338, 117.428, 229.342, 324.338, -2.57157, 229.342, 324.339, -122.572, 229.342, 324.338, 117.428, 228.583, 323.266, 117.4, 228.584, 323.266, -2.59991, 228.584, 323.266, -122.6, 229.628, 324.743, -2.56088, 228.583, 323.266, 117.4, 228.584, 323.266, -2.59991, 228.584, 323.266, -122.6, 228.488, 323.132, 117.396, 228.489, 323.132, -2.60347, 228.489, 323.132, -122.604, 228.488, 323.132, 117.396, 228.489, 323.132, -2.60347, 228.489, 323.132, -122.604, 229.913, 325.147, 117.45, 229.437, 324.473, -2.568, 229.914, 325.147, -2.55021, 229.914, 325.147, -122.55, 229.913, 325.147, 117.45, 229.914, 325.147, -2.55021, 229.914, 325.147, -122.55, 229.723, 324.877, 117.443, 229.723, 324.877, -2.55733, 229.723, 324.877, -122.557, 229.723, 324.877, 117.443, 229.723, 324.877, -2.55733, 229.342, 324.338, -2.57157, 229.723, 324.877, -122.557, 229.627, 324.742, 117.439, 229.627, 324.742, -2.5609, 229.628, 324.742, -122.561, 229.627, 324.742, 117.439, 229.627, 324.742, -2.5609, 229.628, 324.742, -122.561, 228.773, 323.534, 117.407, 228.773, 323.534, -2.59278, 228.774, 323.535, -122.593, 
2019 Aug 19 (Mon) 2:30, 232.118, 328.265, -2.53562, 232.118, 328.264, -122.536, 232.118, 328.265, -122.536, 232.118, 328.265, 117.464, 232.118, 328.265, -2.53562, 232.118, 328.265, -122.536, 232.118, 328.265, 117.464, 231.795, 327.808, 117.44, 231.795, 327.808, -2.55984, 231.795, 327.808, -122.56, 231.795, 327.808, 117.44, 231.795, 327.808, -2.55984, 231.553, 327.465, 117.422, 231.553, 327.465, -2.57803, 231.553, 327.466, -122.578, 232.279, 328.493, -122.524, 232.279, 328.493, 117.476, 232.279, 328.493, -2.52361, 232.279, 328.493, -122.524, 232.279, 328.493, 117.476, 232.117, 328.264, 117.464, 232.117, 328.264, -2.53575, 231.795, 327.808, -122.56, 232.118, 328.264, -122.536, 232.117, 328.264, 117.464, 232.037, 328.149, -122.542, 232.036, 328.149, 117.458, 232.037, 328.149, -2.54182, 232.037, 328.149, -122.542, 232.036, 328.149, 117.458, 231.391, 327.237, 117.41, 231.392, 327.237, -2.59017, 231.392, 327.237, -122.59, 232.279, 328.493, -2.52361, 231.391, 327.237, 117.41, 231.392, 327.237, -2.59017, 231.392, 327.237, -122.59, 231.311, 327.123, 117.404, 231.311, 327.123, -2.59625, 231.311, 327.123, -122.596, 231.311, 327.123, 117.404, 231.311, 327.123, -2.59625, 231.311, 327.123, -122.596, 232.522, 328.836, 117.495, 232.117, 328.264, -2.53575, 232.522, 328.836, -2.50541, 232.522, 328.836, -122.505, 232.522, 328.836, 117.495, 232.522, 328.836, -2.50541, 232.522, 328.836, -122.505, 232.36, 328.607, 117.482, 232.36, 328.607, -2.51756, 232.36, 328.607, -122.518, 232.36, 328.607, 117.482, 232.36, 328.607, -2.51756, 232.037, 328.149, -2.54182, 232.36, 328.607, -122.518, 232.279, 328.492, 117.476, 232.279, 328.492, -2.52363, 232.279, 328.493, -122.524, 232.279, 328.492, 117.476, 232.279, 328.492, -2.52363, 232.279, 328.493, -122.524, 231.553, 327.465, 117.422, 231.553, 327.465, -2.57803, 231.553, 327.466, -122.578, 
2019 Aug 19 (Mon) 3:00, 232.814, 329.249, -2.56894, 232.813, 329.248, -122.569, 232.814, 329.249, -122.569, 232.814, 329.249, 117.431, 232.814, 329.249, -2.56894, 232.814, 329.249, -122.569, 232.814, 329.249, 117.431, 232.503, 328.809, 117.403, 232.503, 328.809, -2.59664, 232.503, 328.809, -122.597, 232.503, 328.809, 117.403, 232.503, 328.809, -2.59664, 232.27, 328.479, 117.383, 232.27, 328.479, -2.61744, 232.27, 328.479, -122.617, 232.969, 329.468, -122.555, 232.969, 329.468, 117.445, 232.969, 329.468, -2.5552, 232.969, 329.468, -122.555, 232.969, 329.468, 117.445, 232.813, 329.248, 117.431, 232.813, 329.248, -2.56908, 232.503, 328.809, -122.597, 232.813, 329.248, -122.569, 232.813, 329.248, 117.431, 232.736, 329.138, -122.576, 232.735, 329.138, 117.424, 232.736, 329.138, -2.57603, 232.736, 329.138, -122.576, 232.735, 329.138, 117.424, 232.114, 328.259, 117.369, 232.115, 328.26, -2.63133, 232.115, 328.26, -122.631, 232.969, 329.468, -2.5552, 232.114, 328.259, 117.369, 232.115, 328.26, -2.63133, 232.115, 328.26, -122.631, 232.037, 328.15, 117.362, 232.037, 328.15, -2.63827, 232.037, 328.15, -122.638, 232.037, 328.15, 117.362, 232.037, 328.15, -2.63827, 232.037, 328.15, -122.638, 233.203, 329.799, 117.466, 232.813, 329.248, -2.56908, 233.203, 329.799, -2.53439, 233.203, 329.799, -122.534, 233.203, 329.799, 117.466, 233.203, 329.799, -2.53439, 233.203, 329.799, -122.534, 233.047, 329.578, 117.452, 233.047, 329.578, -2.54828, 233.047, 329.578, -122.548, 233.047, 329.578, 117.452, 233.047, 329.578, -2.54828, 232.736, 329.138, -2.57603, 233.047, 329.578, -122.548, 232.969, 329.468, 117.445, 232.969, 329.468, -2.55523, 232.969, 329.468, -122.555, 232.969, 329.468, 117.445, 232.969, 329.468, -2.55523, 232.969, 329.468, -122.555, 232.27, 328.479, 117.383, 232.27, 328.479, -2.61744, 232.27, 328.479, -122.617, 
2019 Aug 19 (Mon) 3:30, 232.005, 328.105, -2.62017, 232.005, 328.104, -122.62, 232.005, 328.105, -122.62, 232.005, 328.105, 117.38, 232.005, 328.105, -2.62017, 232.005, 328.105, -122.62, 232.005, 328.105, 117.38, 231.674, 327.637, 117.354, 231.674, 327.637, -2.64579, 231.675, 327.637, -122.646, 231.674, 327.637, 117.354, 231.674, 327.637, -2.64579, 231.426, 327.286, 117.335, 231.426, 327.286, -2.66504, 231.427, 327.286, -122.665, 232.17, 328.339, -122.607, 232.17, 328.338, 117.393, 232.17, 328.338, -2.60746, 232.17, 328.339, -122.607, 232.17, 328.338, 117.393, 232.004, 328.104, 117.38, 232.005, 328.104, -2.6203, 231.675, 327.637, -122.646, 232.005, 328.104, -122.62, 232.004, 328.104, 117.38, 231.922, 327.987, -122.627, 231.922, 327.987, 117.373, 231.922, 327.987, -2.62673, 231.922, 327.987, -122.627, 231.922, 327.987, 117.373, 231.261, 327.052, 117.322, 231.261, 327.053, -2.67788, 231.261, 327.053, -122.678, 232.17, 328.338, -2.60746, 231.261, 327.052, 117.322, 231.261, 327.053, -2.67788, 231.261, 327.053, -122.678, 231.178, 326.936, 117.316, 231.178, 326.936, -2.68431, 231.179, 326.936, -122.684, 231.178, 326.936, 117.316, 231.178, 326.936, -2.68431, 231.179, 326.936, -122.684, 232.419, 328.69, 117.412, 232.005, 328.104, -2.6203, 232.419, 328.69, -2.58821, 232.419, 328.69, -122.588, 232.419, 328.69, 117.412, 232.419, 328.69, -2.58821, 232.419, 328.69, -122.588, 232.253, 328.455, 117.399, 232.253, 328.456, -2.60106, 232.253, 328.456, -122.601, 232.253, 328.455, 117.399, 232.253, 328.456, -2.60106, 231.922, 327.987, -2.62673, 232.253, 328.456, -122.601, 232.17, 328.338, 117.392, 232.17, 328.338, -2.60748, 232.17, 328.338, -122.608, 232.17, 328.338, 117.392, 232.17, 328.338, -2.60748, 232.17, 328.338, -122.608, 231.426, 327.286, 117.335, 231.426, 327.286, -2.66504, 231.427, 327.286, -122.665, 
2019 Aug 19 (Mon) 4:00, 231.134, 326.872, -2.53327, 231.133, 326.871, -122.533, 231.134, 326.872, -122.533, 231.134, 326.872, 117.467, 231.134, 326.872, -2.53327, 231.134, 326.872, -122.533, 231.134, 326.872, 117.467, 230.79, 326.387, 117.446, 230.791, 326.387, -2.55352, 230.791, 326.387, -122.554, 230.79, 326.387, 117.446, 230.791, 326.387, -2.55352, 230.533, 326.023, 117.431, 230.533, 326.023, -2.56873, 230.534, 326.024, -122.569, 231.305, 327.114, -122.523, 231.305, 327.114, 117.477, 231.305, 327.114, -2.52323, 231.305, 327.114, -122.523, 231.305, 327.114, 117.477, 231.133, 326.871, 117.467, 231.133, 326.871, -2.53338, 230.791, 326.387, -122.554, 231.133, 326.871, -122.533, 231.133, 326.871, 117.467, 231.047, 326.75, -122.539, 231.047, 326.749, 117.461, 231.047, 326.749, -2.53846, 231.047, 326.75, -122.539, 231.047, 326.749, 117.461, 230.362, 325.781, 117.421, 230.362, 325.781, -2.57889, 230.362, 325.781, -122.579, 231.305, 327.114, -2.52323, 230.362, 325.781, 117.421, 230.362, 325.781, -2.57889, 230.362, 325.781, -122.579, 230.276, 325.66, 117.416, 230.276, 325.66, -2.58397, 230.276, 325.66, -122.584, 230.276, 325.66, 117.416, 230.276, 325.66, -2.58397, 230.276, 325.66, -122.584, 231.563, 327.479, 117.492, 231.133, 326.871, -2.53338, 231.563, 327.479, -2.50802, 231.563, 327.479, -122.508, 231.563, 327.479, 117.492, 231.563, 327.479, -2.50802, 231.563, 327.479, -122.508, 231.39, 327.236, 117.482, 231.391, 327.236, -2.51817, 231.391, 327.236, -122.518, 231.39, 327.236, 117.482, 231.391, 327.236, -2.51817, 231.047, 326.749, -2.53846, 231.391, 327.236, -122.518, 231.304, 327.114, 117.477, 231.305, 327.114, -2.52325, 231.305, 327.114, -122.523, 231.304, 327.114, 117.477, 231.305, 327.114, -2.52325, 231.305, 327.114, -122.523, 230.533, 326.023, 117.431, 230.533, 326.023, -2.56873, 230.534, 326.024, -122.569, 
2019 Aug 19 (Mon) 4:30, 230.015, 325.29, -2.69744, 230.014, 325.289, -122.698, 230.015, 325.29, -122.697, 230.015, 325.29, 117.303, 230.015, 325.29, -2.69744, 230.015, 325.29, -122.697, 230.015, 325.29, 117.303, 229.638, 324.757, 117.283, 229.638, 324.758, -2.71683, 229.638, 324.758, -122.717, 229.638, 324.757, 117.283, 229.638, 324.758, -2.71683, 229.356, 324.358, 117.269, 229.356, 324.358, -2.7314, 229.356, 324.359, -122.731, 230.203, 325.556, -122.688, 230.203, 325.556, 117.312, 230.203, 325.556, -2.68783, 230.203, 325.556, -122.688, 230.203, 325.556, 117.312, 230.014, 325.288, 117.302, 230.014, 325.289, -2.69756, 229.638, 324.758, -122.717, 230.014, 325.289, -122.698, 230.014, 325.288, 117.302, 229.92, 325.155, -122.702, 229.919, 325.155, 117.298, 229.919, 325.155, -2.70242, 229.92, 325.155, -122.702, 229.919, 325.155, 117.298, 229.168, 324.092, 117.259, 229.168, 324.092, -2.74112, 229.168, 324.093, -122.741, 230.203, 325.556, -2.68783, 229.168, 324.092, 117.259, 229.168, 324.092, -2.74112, 229.168, 324.093, -122.741, 229.074, 323.959, 117.254, 229.074, 323.959, -2.74599, 229.074, 323.96, -122.746, 229.074, 323.959, 117.254, 229.074, 323.959, -2.74599, 229.074, 323.96, -122.746, 230.486, 325.956, 117.327, 230.014, 325.289, -2.69756, 230.486, 325.956, -2.67326, 230.486, 325.957, -122.673, 230.486, 325.956, 117.327, 230.486, 325.956, -2.67326, 230.486, 325.957, -122.673, 230.297, 325.689, 117.317, 230.297, 325.689, -2.68299, 230.297, 325.689, -122.683, 230.297, 325.689, 117.317, 230.297, 325.689, -2.68299, 229.919, 325.155, -2.70242, 230.297, 325.689, -122.683, 230.202, 325.555, 117.312, 230.202, 325.555, -2.68786, 230.203, 325.556, -122.688, 230.202, 325.555, 117.312, 230.202, 325.555, -2.68786, 230.203, 325.556, -122.688, 229.356, 324.358, 117.269, 229.356, 324.358, -2.7314, 229.356, 324.359, -122.731, 
